42;MKO;1180;FI;DEPARTURE;False;;;False;2020-07-01T05:27:00.000Z;2020-07-01T05:47:56.000Z;21;[];;;;;
43;LRS;498;FI;ARRIVAL;False;;;False;2020-07-01T05:32:00.000Z;2020-07-01T05:52:47.000Z;21;[];;;;;
44;LRS;498;FI;DEPARTURE;False;;;False;2020-07-01T05:32:00.000Z;2020-07-01T05:52:47.000Z;21;[];;;;;
45;LR;495;FI;ARRIVAL;True;True;1;False;2020-07-01T05:36:00.000Z;2020-07-01T05:56:00.000Z;20;[];;;;;
46;LR;495;FI;DEPARTURE;True;True;1;False;2020-07-01T05:38:00.000Z;2020-07-01T05:57:47.000Z;20;[];;;;;
47;TAP;1276;FI;ARRIVAL;False;;;False;2020-07-01T05:43:00.000Z;2020-07-01T06:04:27.000Z;21;[];;;;;
48;TAP;1276;FI;DEPARTURE;False;;;False;2020-07-01T05:43:00.000Z;2020-07-01T06:04:27.000Z;21;[];;;;;
49;TRÄ;1290;FI;ARRIVAL;False;;;False;2020-07-01T05:46:00.000Z;2020-07-01T06:07:17.000Z;21;[];;;;;
50;TRÄ;1290;FI;DEPARTURE;False;;;False;2020-07-01T05:46:00.000Z;2020-07-01T06:07:17.000Z;21;[];;;;;
51;RAS;1222;FI;ARRIVAL;False;;;False;2020-07-01T05:49:00.000Z;2020-07-01T06:10:02.000Z;21;[];;;;;
52;RAS;1222;FI;DEPARTURE;False;;;False;2020-07-01T05:49:00.000Z;2020-07-01T06:10:02.000Z;21;[];;;;;
53;LÄ;487;FI;ARRIVAL;False;;;False;2020-07-01T05:53:00.000Z;2020-07-01T06:13:20.000Z;20;[];;;;;
54;LÄ;487;FI;DEPARTURE;False;;;False;2020-07-01T05:53:00.000Z;2020-07-01T06:13:20.000Z;20;[];;;;;
55;TA;486;FI;ARRIVAL;False;;;False;2020-07-01T05:58:00.000Z;2020-07-01T06:17:47.000Z;20;[];;;;;
56;TA;486;FI;DEPARTURE;False;;;False;2020-07-01T05:58:00.000Z;2020-07-01T06:17:47.000Z;20;[];;;;;
57;KJR;944;FI;ARRIVAL;False;;;False;2020-07-01T06:02:00.000Z;2020-07-01T06:21:34.000Z;20;[];;;;;
58;KJR;944;FI;DEPARTURE;False;;;False;2020-07-01T06:02:00.000Z;2020-07-01T06:21:34.000Z;20;[];;;;;
59;KPA;485;FI;ARRIVAL;False;;;False;2020-07-01T06:06:00.000Z;2020-07-01T06:25:27.000Z;19;[];;;;;
60;KPA;485;FI;DEPARTURE;False;;;False;2020-07-01T06:06:00.000Z;2020-07-01T06:25:27.000Z;19;[];;;;;
61;KTH;1319;FI;ARRIVAL;False;;;False;2020-07-01T06:09:00.000Z;2020-07-01T06:28:26.000Z;19;[];;;;;
62;KTH;1319;FI;DEPARTURE;False;;;False;2020-07-01T06:09:00.000Z;2020-07-01T06:28:26.000Z;19;[];;;;;
63;UTI;484;FI;ARRIVAL;False;;;False;2020-07-01T06:10:00.000Z;2020-07-01T06:29:06.000Z;19;[];;;;;
64;UTI;484;FI;DEPARTURE;False;;;False;2020-07-01T06:10:00.000Z;2020-07-01T06:29:06.000Z;19;[];;;;;
65;KUV;1320;FI;ARRIVAL;False;;;False;2020-07-01T06:13:00.000Z;2020-07-01T06:32:07.000Z;19;[];;;;;
66;KUV;1320;FI;DEPARTURE;False;;;False;2020-07-01T06:13:00.000Z;2020-07-01T06:32:07.000Z;19;[];;;;;
67;KV;480;FI;ARRIVAL;True;True;6;False;2020-07-01T06:17:00.000Z;2020-07-01T06:38:10.000Z;21;[];;;;;
68;KV;480;FI;DEPARTURE;True;True;6;False;2020-07-01T06:19:00.000Z;2020-07-01T06:40:19.000Z;21;[];;;;;
69;KRA;478;FI;ARRIVAL;False;;;False;2020-07-01T06:24:00.000Z;2020-07-01T06:44:53.000Z;21;[];;;;;
70;KRA;478;FI;DEPARTURE;False;;;False;2020-07-01T06:24:00.000Z;2020-07-01T06:44:53.000Z;21;[];;;;;
71;SMÄ;1325;FI;ARRIVAL;False;;;False;2020-07-01T06:26:00.000Z;2020-07-01T06:46:56.000Z;21;[];;;;;
72;SMÄ;1325;FI;DEPARTURE;False;;;False;2020-07-01T06:26:00.000Z;2020-07-01T06:46:56.000Z;21;[];;;;;
73;NMÄ;1324;FI;ARRIVAL;False;;;False;2020-07-01T06:29:00.000Z;2020-07-01T06:50:00.000Z;21;[];;;;;
74;NMÄ;1324;FI;DEPARTURE;False;;;False;2020-07-01T06:29:00.000Z;2020-07-01T06:50:00.000Z;21;[];;;;;
75;KA;477;FI;ARRIVAL;False;;;False;2020-07-01T06:30:00.000Z;2020-07-01T06:51:19.000Z;21;[];;;;;
76;KA;477;FI;DEPARTURE;False;;;False;2020-07-01T06:30:00.000Z;2020-07-01T06:51:19.000Z;21;[];;;;;
77;MKA;1336;FI;ARRIVAL;False;;;False;2020-07-01T06:34:00.000Z;2020-07-01T06:54:55.000Z;21;[];;;;;
78;MKA;1336;FI;DEPARTURE;False;;;False;2020-07-01T06:34:00.000Z;2020-07-01T06:54:55.000Z;21;[];;;;;
79;UKÄ;105;FI;ARRIVAL;False;;;False;2020-07-01T06:38:00.000Z;2020-07-01T06:59:11.000Z;21;[];;;;;
80;UKÄ;105;FI;DEPARTURE;False;;;False;2020-07-01T06:38:00.000Z;2020-07-01T06:59:11.000Z;21;[];;;;;
81;NSL;595;FI;ARRIVAL;False;;;False;2020-07-01T06:39:30.000Z;2020-07-01T07:00:22.000Z;21;[];;;;;
82;NSL;595;FI;DEPARTURE;False;;;False;2020-07-01T06:39:30.000Z;2020-07-01T07:00:22.000Z;21;[];;;;;
83;VLH;104;FI;ARRIVAL;False;;;False;2020-07-01T06:42:00.000Z;2020-07-01T07:02:12.000Z;20;[];;;;;
84;VLH;104;FI;DEPARTURE;False;;;False;2020-07-01T06:42:00.000Z;2020-07-01T07:02:12.000Z;20;[];;;;;
85;LH;100;FI;ARRIVAL;True;True;4;False;2020-07-01T06:47:00.000Z;2020-07-01T07:06:41.000Z;20;[];;;;;
86;LH;100;FI;DEPARTURE;True;True;4;False;2020-07-01T06:49:00.000Z;2020-07-01T07:07:33.000Z;19;[];;;;;
87;HLT;1014;FI;ARRIVAL;False;;;False;2020-07-01T06:55:00.000Z;2020-07-01T07:13:24.000Z;18;[];;;;;
88;HLT;1014;FI;DEPARTURE;False;;;False;2020-07-01T06:55:00.000Z;2020-07-01T07:13:24.000Z;18;[];;;;;
89;HNN;1164;FI;ARRIVAL;False;;;False;2020-07-01T07:00:00.000Z;2020-07-01T07:19:26.000Z;19;[];;;;;
90;HNN;1164;FI;DEPARTURE;False;;;False;2020-07-01T07:00:00.000Z;2020-07-01T07:19:26.000Z;19;[];;;;;
91;SIP;1254;FI;ARRIVAL;False;;;False;2020-07-01T07:03:30.000Z;2020-07-01T07:22:42.000Z;19;[];;;;;
92;SIP;1254;FI;DEPARTURE;False;;;False;2020-07-01T07:03:30.000Z;2020-07-01T07:22:42.000Z;19;[];;;;;
93;MLÄ;27;FI;ARRIVAL;False;;;False;2020-07-01T07:06:30.000Z;2020-07-01T07:27:04.000Z;21;[];;;;;
94;MLÄ;27;FI;DEPARTURE;False;;;False;2020-07-01T07:06:30.000Z;2020-07-01T07:27:04.000Z;21;[];;;;;
95;KSU;1128;FI;ARRIVAL;False;;;False;2020-07-01T07:09:30.000Z;2020-07-01T07:29:51.000Z;20;[];;;;;
96;KSU;1128;FI;DEPARTURE;False;;;False;2020-07-01T07:09:30.000Z;2020-07-01T07:29:51.000Z;20;[];;;;;
97;HAA;13;FI;ARRIVAL;False;;;False;2020-07-01T07:13:00.000Z;2020-07-01T07:33:11.000Z;20;[];;;;;
98;HAA;13;FI;DEPARTURE;False;;;False;2020-07-01T07:13:00.000Z;2020-07-01T07:33:11.000Z;20;[];;;;;
99;KYT;1111;FI;ARRIVAL;False;;;False;2020-07-01T07:16:00.000Z;2020-07-01T07:35:41.000Z;20;[];;;;;
100;KYT;1111;FI;DEPARTURE;False;;;False;2020-07-01T07:16:00.000Z;2020-07-01T07:35:41.000Z;20;[];;;;;
101;KE;20;FI;ARRIVAL;False;;;False;2020-07-01T07:18:00.000Z;2020-07-01T07:36:30.000Z;19;[];;;;;
102;KE;20;FI;DEPARTURE;False;;;False;2020-07-01T07:18:00.000Z;2020-07-01T07:36:30.000Z;19;[];;;;;
103;SAV;555;FI;ARRIVAL;False;;;False;2020-07-01T07:19:24.000Z;2020-07-01T07:37:41.000Z;18;[];;;;;
104;SAV;555;FI;DEPARTURE;False;;;False;2020-07-01T07:19:24.000Z;2020-07-01T07:37:41.000Z;18;[];;;;;
105;KRS;19;FI;ARRIVAL;False;;;False;2020-07-01T07:21:20.000Z;2020-07-01T07:38:48.000Z;17;[];;;;;
106;KRS;19;FI;DEPARTURE;False;;;False;2020-07-01T07:21:20.000Z;2020-07-01T07:38:48.000Z;17;[];;;;;
107;HNA;1018;FI;ARRIVAL;False;;;False;2020-07-01T07:22:00.000Z;2020-07-01T07:39:23.000Z;17;[];;;;;
108;HNA;1018;FI;DEPARTURE;False;;;False;2020-07-01T07:22:00.000Z;2020-07-01T07:39:23.000Z;17;[];;;;;
109;RKL;554;FI;ARRIVAL;False;;;False;2020-07-01T07:22:38.000Z;2020-07-01T07:40:01.000Z;17;[];;;;;
110;RKL;554;FI;DEPARTURE;False;;;False;2020-07-01T07:22:38.000Z;2020-07-01T07:40:01.000Z;17;[];;;;;
111;KVY;559;FI;ARRIVAL;False;;;False;2020-07-01T07:23:35.000Z;2020-07-01T07:40:42.000Z;17;[];;;;;
112;KVY;559;FI;DEPARTURE;False;;;False;2020-07-01T07:23:35.000Z;2020-07-01T07:40:42.000Z;17;[];;;;;
113;HVK;1334;FI;ARRIVAL;False;;;False;2020-07-01T07:25:00.000Z;;16;[];;;;2020-07-01T07:41:29.000Z;LIIKE_AUTOMATIC
114;HVK;1334;FI;DEPARTURE;False;;;False;2020-07-01T07:25:00.000Z;;16;[];;;;2020-07-01T07:41:29.000Z;LIIKE_AUTOMATIC
115;HKH;556;FI;ARRIVAL;False;;;False;2020-07-01T07:25:40.000Z;2020-07-01T07:42:08.000Z;16;[];;;;;
116;HKH;556;FI;DEPARTURE;False;;;False;2020-07-01T07:25:40.000Z;2020-07-01T07:42:08.000Z;16;[];;;;;
117;TKL;18;FI;ARRIVAL;True;True;1;False;2020-07-01T07:27:00.000Z;2020-07-01T07:43:33.000Z;17;[];;;;;
118;TKL;18;FI;DEPARTURE;True;True;1;False;2020-07-01T07:28:00.000Z;2020-07-01T07:44:34.000Z;17;[];;;;;
119;PLA;553;FI;ARRIVAL;False;;;False;2020-07-01T07:32:01.000Z;2020-07-01T07:46:07.000Z;14;[];;;;;
120;PLA;553;FI;DEPARTURE;False;;;False;2020-07-01T07:32:01.000Z;2020-07-01T07:46:07.000Z;14;[];;;;;
121;TNA;552;FI;ARRIVAL;False;;;False;2020-07-01T07:35:12.000Z;2020-07-01T07:46:59.000Z;12;[];;;;;
122;TNA;552;FI;DEPARTURE;False;;;False;2020-07-01T07:35:12.000Z;2020-07-01T07:46:59.000Z;12;[];;;;;
123;ML;17;FI;ARRIVAL;False;;;False;2020-07-01T07:39:00.000Z;2020-07-01T07:48:00.000Z;9;[];;;;;
124;ML;17;FI;DEPARTURE;False;;;False;2020-07-01T07:39:00.000Z;2020-07-01T07:48:00.000Z;9;[];;;;;
125;PMK;551;FI;ARRIVAL;False;;;False;2020-07-01T07:40:40.000Z;2020-07-01T07:49:20.000Z;9;[];;;;;
126;PMK;551;FI;DEPARTURE;False;;;False;2020-07-01T07:40:40.000Z;2020-07-01T07:49:20.000Z;9;[];;;;;
127;OLK;15;FI;ARRIVAL;False;;;False;2020-07-01T07:43:00.000Z;2020-07-01T07:51:26.000Z;8;[];;;;;
128;OLK;15;FI;DEPARTURE;False;;;False;2020-07-01T07:43:00.000Z;2020-07-01T07:51:26.000Z;8;[];;;;;
129;KÄP;977;FI;ARRIVAL;False;;;False;2020-07-01T07:44:00.000Z;2020-07-01T07:52:14.000Z;8;[];;;;;
130;KÄP;977;FI;DEPARTURE;False;;;False;2020-07-01T07:44:00.000Z;2020-07-01T07:52:14.000Z;8;[];;;;;
131;PSL;10;FI;ARRIVAL;True;True;4;False;2020-07-01T07:46:00.000Z;2020-07-01T07:54:37.000Z;9;[];;;;;
132;PSL;10;FI;DEPARTURE;True;True;4;False;2020-07-01T07:47:00.000Z;2020-07-01T07:55:53.000Z;9;[];;;;;
133;HKI;1;FI;ARRIVAL;True;True;8;False;2020-07-01T07:52:00.000Z;2020-07-01T08:00:22.000Z;8;[];;;;;
0;JNS;460;FI;DEPARTURE;True;True;3;False;2020-07-02T03:10:00.000Z;2020-07-02T03:10:00.000Z;0;[];KUPLA;True;2020-07-02T02:58:46.000Z;;
1;PLT;1070;FI;ARRIVAL;False;;;False;2020-07-02T03:10:34.000Z;2020-07-02T03:11:42.000Z;1;[];;;;;
2;PLT;1070;FI;DEPARTURE;False;;;False;2020-07-02T03:10:34.000Z;2020-07-02T03:12:25.000Z;2;[];;;;;
3;SUL;1071;FI;ARRIVAL;False;;;False;2020-07-02T03:11:14.000Z;2020-07-02T03:14:09.000Z;3;[];;;;;
4;SUL;1071;FI;DEPARTURE;False;;;False;2020-07-02T03:11:14.000Z;2020-07-02T03:14:09.000Z;3;[];;;;;
5;NTH;917;FI;ARRIVAL;False;;;False;2020-07-02T03:18:00.000Z;2020-07-02T03:19:28.000Z;1;[];;;;;
6;NTH;917;FI;DEPARTURE;False;;;False;2020-07-02T03:18:00.000Z;2020-07-02T03:19:28.000Z;1;[];;;;;
7;HSL;451;FI;ARRIVAL;False;;;False;2020-07-02T03:24:00.000Z;2020-07-02T03:24:38.000Z;1;[];;;;;
8;HSL;451;FI;DEPARTURE;False;;;False;2020-07-02T03:24:00.000Z;2020-07-02T03:24:38.000Z;1;[];;;;;
9;TKK;916;FI;ARRIVAL;False;;;False;2020-07-02T03:29:00.000Z;2020-07-02T03:28:55.000Z;0;[];;;;;
10;TKK;916;FI;DEPARTURE;False;;;False;2020-07-02T03:29:00.000Z;2020-07-02T03:28:55.000Z;0;[];;;;;
11;SÄ;918;FI;ARRIVAL;False;;;False;2020-07-02T03:32:00.000Z;2020-07-02T03:31:47.000Z;0;[];;;;;
12;SÄ;918;FI;DEPARTURE;False;;;False;2020-07-02T03:32:00.000Z;2020-07-02T03:31:47.000Z;0;[];;;;;
13;KIT;453;FI;ARRIVAL;True;True;1;False;2020-07-02T03:42:00.000Z;2020-07-02T03:41:55.000Z;0;[];;;;;
14;KIT;453;FI;DEPARTURE;True;True;1;False;2020-07-02T03:43:00.000Z;2020-07-02T03:43:42.000Z;1;[];;;;;
15;PUS;919;FI;ARRIVAL;False;;;False;2020-07-02T03:47:00.000Z;2020-07-02T03:48:04.000Z;1;[];;;;;
16;PUS;919;FI;DEPARTURE;False;;;False;2020-07-02T03:47:00.000Z;2020-07-02T03:48:04.000Z;1;[];;;;;
17;KTI;966;FI;ARRIVAL;True;True;1;False;2020-07-02T04:01:00.000Z;2020-07-02T04:00:47.000Z;0;[];;;;;
18;KTI;966;FI;DEPARTURE;True;True;1;False;2020-07-02T04:02:00.000Z;2020-07-02T04:02:20.000Z;0;[];;;;;
19;POI;965;FI;ARRIVAL;False;;;False;2020-07-02T04:07:57.000Z;;0;[];;;;2020-07-02T04:07:57.000Z;LIIKE_AUTOMATIC
20;POI;965;FI;DEPARTURE;False;;;False;2020-07-02T04:07:57.000Z;;0;[];;;;2020-07-02T04:07:57.000Z;LIIKE_AUTOMATIC
21;SR;964;FI;ARRIVAL;False;;;False;2020-07-02T04:14:00.000Z;2020-07-02T04:13:09.000Z;-1;[];;;;;
22;SR;964;FI;DEPARTURE;False;;;False;2020-07-02T04:14:00.000Z;2020-07-02T04:13:09.000Z;-1;[];;;;;
23;PAR;510;FI;ARRIVAL;True;True;2;False;2020-07-02T04:25:00.000Z;2020-07-02T04:24:12.000Z;-1;[];;;;;
24;PAR;510;FI;DEPARTURE;True;True;2;False;2020-07-02T04:27:00.000Z;2020-07-02T04:26:47.000Z;0;[];;;;;
25;KIJ;1123;FI;ARRIVAL;False;;;False;2020-07-02T04:28:57.000Z;2020-07-02T04:30:36.000Z;2;[];;;;;
26;KIJ;1123;FI;DEPARTURE;False;;;False;2020-07-02T04:28:57.000Z;2020-07-02T04:30:57.000Z;2;[];;;;;
27;SPL;507;FI;ARRIVAL;True;True;2;False;2020-07-02T04:40:00.000Z;2020-07-02T04:40:32.000Z;1;[];;;;;
28;SPL;507;FI;DEPARTURE;True;True;2;False;2020-07-02T04:41:00.000Z;2020-07-02T04:41:25.000Z;0;[];;;;;
29;RJÄ;506;FI;ARRIVAL;False;;;False;2020-07-02T04:54:00.000Z;2020-07-02T04:53:24.000Z;-1;[];;;;;
30;RJÄ;506;FI;DEPARTURE;False;;;False;2020-07-02T04:54:00.000Z;2020-07-02T04:53:24.000Z;-1;[];;;;;
31;IM;1352;FI;ARRIVAL;False;;;False;2020-07-02T05:00:48.000Z;;-1;[];;;;2020-07-02T05:00:12.000Z;LIIKE_AUTOMATIC
32;IM;1352;FI;DEPARTURE;False;;;False;2020-07-02T05:00:48.000Z;;-1;[];;;;2020-07-02T05:00:12.000Z;LIIKE_AUTOMATIC
33;IMT;502;FI;ARRIVAL;False;;;False;2020-07-02T05:04:00.000Z;2020-07-02T05:06:03.000Z;2;[];;;;;
34;IMT;502;FI;DEPARTURE;False;;;False;2020-07-02T05:04:00.000Z;2020-07-02T05:06:18.000Z;2;[];;;;;
35;IMR;603;FI;ARRIVAL;True;True;1;False;2020-07-02T05:07:00.000Z;2020-07-02T05:09:46.000Z;3;[];;;;;
36;IMR;603;FI;DEPARTURE;True;True;1;False;2020-07-02T05:09:00.000Z;2020-07-02T05:12:29.000Z;3;[];;;;;
37;RAH;501;FI;ARRIVAL;False;;;False;2020-07-02T05:13:00.000Z;2020-07-02T05:17:32.000Z;5;[];;;;;
38;RAH;501;FI;DEPARTURE;False;;;False;2020-07-02T05:13:00.000Z;2020-07-02T05:17:32.000Z;5;[];;;;;
39;JTS;499;FI;ARRIVAL;True;True;1;False;2020-07-02T05:20:00.000Z;2020-07-02T05:25:38.000Z;6;[];;;;;
40;JTS;499;FI;DEPARTURE;True;True;1;False;2020-07-02T05:21:00.000Z;2020-07-02T05:26:58.000Z;6;[];;;;;
41;MKO;1180;FI;ARRIVAL;False;;;False;2020-07-02T05:27:00.000Z;2020-07-02T05:31:22.000Z;4;[];;;;;
42;MKO;1180;FI;DEPARTURE;False;;;False;2020-07-02T05:27:00.000Z;2020-07-02T05:31:22.000Z;4;[];;;;;
43;LRS;498;FI;ARRIVAL;False;;;False;2020-07-02T05:32:00.000Z;2020-07-02T05:36:21.000Z;4;[];;;;;
44;LRS;498;FI;DEPARTURE;False;;;False;2020-07-02T05:32:00.000Z;2020-07-02T05:36:21.000Z;4;[];;;;;
45;LR;495;FI;ARRIVAL;True;True;1;False;2020-07-02T05:36:00.000Z;2020-07-02T05:39:38.000Z;4;[{'categoryCode': 'T', 'detailedCategoryCode': 'T1', 'thirdCategoryCode': 'T102', 'categoryCodeId': 402720842, 'detailedCategoryCodeId': 18350344, 'thirdCategoryCodeId': 33626113}];;;;;
46;LR;495;FI;DEPARTURE;True;True;1;False;2020-07-02T05:38:00.000Z;2020-07-02T05:42:07.000Z;4;[];;;;;
47;TAP;1276;FI;ARRIVAL;False;;;False;2020-07-02T05:43:00.000Z;2020-07-02T05:46:11.000Z;3;[];;;;;
48;TAP;1276;FI;DEPARTURE;False;;;False;2020-07-02T05:43:00.000Z;2020-07-02T05:46:11.000Z;3;[];;;;;
49;TRÄ;1290;FI;ARRIVAL;False;;;False;2020-07-02T05:46:00.000Z;2020-07-02T05:48:32.000Z;3;[];;;;;
50;TRÄ;1290;FI;DEPARTURE;False;;;False;2020-07-02T05:46:00.000Z;2020-07-02T05:48:32.000Z;3;[];;;;;
51;RAS;1222;FI;ARRIVAL;False;;;False;2020-07-02T05:49:00.000Z;2020-07-02T05:51:19.000Z;2;[];;;;;
52;RAS;1222;FI;DEPARTURE;False;;;False;2020-07-02T05:49:00.000Z;2020-07-02T05:51:19.000Z;2;[];;;;;
53;LÄ;487;FI;ARRIVAL;False;;;False;2020-07-02T05:53:00.000Z;2020-07-02T05:54:41.000Z;2;[];;;;;
54;LÄ;487;FI;DEPARTURE;False;;;False;2020-07-02T05:53:00.000Z;2020-07-02T05:54:41.000Z;2;[];;;;;
55;TA;486;FI;ARRIVAL;False;;;False;2020-07-02T05:58:00.000Z;2020-07-02T05:59:13.000Z;1;[];;;;;
56;TA;486;FI;DEPARTURE;False;;;False;2020-07-02T05:58:00.000Z;2020-07-02T05:59:13.000Z;1;[];;;;;
57;KJR;944;FI;ARRIVAL;False;;;False;2020-07-02T06:02:00.000Z;2020-07-02T06:02:55.000Z;1;[];;;;;
58;KJR;944;FI;DEPARTURE;False;;;False;2020-07-02T06:02:00.000Z;2020-07-02T06:02:55.000Z;1;[];;;;;
59;KPA;485;FI;ARRIVAL;False;;;False;2020-07-02T06:06:00.000Z;2020-07-02T06:06:49.000Z;1;[];;;;;
60;KPA;485;FI;DEPARTURE;False;;;False;2020-07-02T06:06:00.000Z;2020-07-02T06:06:49.000Z;1;[];;;;;
61;KTH;1319;FI;ARRIVAL;False;;;False;2020-07-02T06:09:00.000Z;2020-07-02T06:09:48.000Z;1;[];;;;;
62;KTH;1319;FI;DEPARTURE;False;;;False;2020-07-02T06:09:00.000Z;2020-07-02T06:09:48.000Z;1;[];;;;;
